seqname,source,feature,start,end,score,strand,frame,ID,Name,gbkey,gene,gene_biotype,locus_tag,old_locus_tag
NC_008463.1,RefSeq,gene,201007,202926,.,-,.,gene-PA14_RS00910,PA14_RS00910,Gene,NA,protein_coding,PA14_RS00910,PA14_02250
NC_008463.1,RefSeq,gene,202954,203319,.,-,.,gene-PA14_RS00915,PA14_RS00915,Gene,NA,protein_coding,PA14_RS00915,PA14_02260
NC_008463.1,RefSeq,gene,203517,204689,.,-,.,gene-PA14_RS00920,cttP,Gene,cttP,protein_coding,PA14_RS00920,PA14_02270
NC_008463.1,RefSeq,gene,204880,205815,.,-,.,gene-PA14_RS00925,PA14_RS00925,Gene,NA,protein_coding,PA14_RS00925,PA14_02290
NC_008463.1,RefSeq,gene,205932,206684,.,+,.,gene-PA14_RS00930,PA14_RS00930,Gene,NA,protein_coding,PA14_RS00930,PA14_02300
NC_008463.1,RefSeq,gene,206784,208394,.,-,.,gene-PA14_RS00935,atsA,Gene,atsA,protein_coding,PA14_RS00935,PA14_02310
NC_008463.1,RefSeq,gene,208482,209321,.,-,.,gene-PA14_RS00940,PA14_RS00940,Gene,NA,protein_coding,PA14_RS00940,PA14_02330
NC_008463.1,RefSeq,gene,209318,210934,.,-,.,gene-PA14_RS00945,PA14_RS00945,Gene,NA,protein_coding,PA14_RS00945,PA14_02340
NC_008463.1,RefSeq,gene,211201,212262,.,+,.,gene-PA14_RS00950,PA14_RS00950,Gene,NA,protein_coding,PA14_RS00950,PA14_02360
NC_008463.1,RefSeq,gene,212285,213643,.,-,.,gene-PA14_RS00955,PA14_RS00955,Gene,NA,protein_coding,PA14_RS00955,PA14_02370
NC_008463.1,RefSeq,gene,213891,214616,.,+,.,gene-PA14_RS00960,PA14_RS00960,Gene,NA,protein_coding,PA14_RS00960,PA14_02380
NC_008463.1,RefSeq,gene,214640,215557,.,-,.,gene-PA14_RS00965,PA14_RS00965,Gene,NA,protein_coding,PA14_RS00965,PA14_02390
NC_008463.1,RefSeq,gene,215908,218280,.,+,.,gene-PA14_RS00970,PA14_RS00970,Gene,NA,protein_coding,PA14_RS00970,PA14_02410
NC_008463.1,RefSeq,gene,218321,219223,.,+,.,gene-PA14_RS00975,PA14_RS00975,Gene,NA,protein_coding,PA14_RS00975,PA14_02420
NC_008463.1,RefSeq,gene,219291,220190,.,+,.,gene-PA14_RS00980,PA14_RS00980,Gene,NA,protein_coding,PA14_RS00980,PA14_02435
NC_008463.1,RefSeq,gene,220837,221955,.,+,.,gene-PA14_RS00985,PA14_RS00985,Gene,NA,protein_coding,PA14_RS00985,PA14_02450
NC_008463.1,RefSeq,gene,222031,222339,.,+,.,gene-PA14_RS00990,PA14_RS00990,Gene,NA,protein_coding,PA14_RS00990,PA14_02460
NC_008463.1,RefSeq,gene,222339,223775,.,+,.,gene-PA14_RS00995,PA14_RS00995,Gene,NA,protein_coding,PA14_RS00995,PA14_02470
NC_008463.1,RefSeq,gene,224119,224931,.,+,.,gene-PA14_RS01000,PA14_RS01000,Gene,NA,protein_coding,PA14_RS01000,PA14_02490
NC_008463.1,RefSeq,gene,224960,225679,.,+,.,gene-PA14_RS01005,PA14_RS01005,Gene,NA,protein_coding,PA14_RS01005,PA14_02500
NC_008463.1,RefSeq,gene,225681,226082,.,+,.,gene-PA14_RS01010,PA14_RS01010,Gene,NA,protein_coding,PA14_RS01010,PA14_02510
NC_008463.1,RefSeq,gene,226263,226475,.,-,.,gene-PA14_RS01015,PA14_RS01015,Gene,NA,protein_coding,PA14_RS01015,PA14_02520
NC_008463.1,RefSeq,gene,226691,227272,.,+,.,gene-PA14_RS01020,PA14_RS01020,Gene,NA,protein_coding,PA14_RS01020,PA14_02530
NC_008463.1,RefSeq,gene,227383,229047,.,+,.,gene-PA14_RS01025,mdcA,Gene,mdcA,protein_coding,PA14_RS01025,PA14_02550
NC_008463.1,RefSeq,gene,229047,229928,.,+,.,gene-PA14_RS01030,PA14_RS01030,Gene,NA,protein_coding,PA14_RS01030,PA14_02560
NC_008463.1,RefSeq,gene,229930,230229,.,+,.,gene-PA14_RS01035,PA14_RS01035,Gene,NA,protein_coding,PA14_RS01035,PA14_02570
NC_008463.1,RefSeq,gene,230222,231085,.,+,.,gene-PA14_RS01040,PA14_RS01040,Gene,NA,protein_coding,PA14_RS01040,PA14_02580
NC_008463.1,RefSeq,gene,231082,231888,.,+,.,gene-PA14_RS01045,mdcE,Gene,mdcE,protein_coding,PA14_RS01045,PA14_02590
NC_008463.1,RefSeq,gene,231904,232596,.,+,.,gene-PA14_RS01050,PA14_RS01050,Gene,NA,protein_coding,PA14_RS01050,PA14_02610
NC_008463.1,RefSeq,gene,232593,233525,.,+,.,gene-PA14_RS01055,mdcH,Gene,mdcH,protein_coding,PA14_RS01055,PA14_02620
NC_008463.1,RefSeq,gene,233582,233986,.,+,.,gene-PA14_RS01060,madL,Gene,madL,protein_coding,PA14_RS01060,PA14_02630
NC_008463.1,RefSeq,gene,233992,234756,.,+,.,gene-PA14_RS01065,madM,Gene,madM,protein_coding,PA14_RS01065,PA14_02640
NC_008463.1,RefSeq,gene,234841,235770,.,-,.,gene-PA14_RS01070,PA14_RS01070,Gene,NA,protein_coding,PA14_RS01070,PA14_02650
NC_008463.1,RefSeq,gene,236099,237019,.,-,.,gene-PA14_RS01075,PA14_RS01075,Gene,NA,protein_coding,PA14_RS01075,PA14_02660
NC_008463.1,RefSeq,gene,237370,238860,.,+,.,gene-PA14_RS01080,PA14_RS01080,Gene,NA,protein_coding,PA14_RS01080,PA14_02680
NC_008463.1,RefSeq,gene,238918,240351,.,+,.,gene-PA14_RS01085,PA14_RS01085,Gene,NA,protein_coding,PA14_RS01085,PA14_02690
NC_008463.1,RefSeq,gene,240382,241764,.,+,.,gene-PA14_RS01090,PA14_RS01090,Gene,NA,protein_coding,PA14_RS01090,PA14_02700
NC_008463.1,RefSeq,gene,241928,242986,.,+,.,gene-PA14_RS01095,PA14_RS01095,Gene,NA,protein_coding,PA14_RS01095,PA14_02720
NC_008463.1,RefSeq,gene,243064,243945,.,-,.,gene-PA14_RS01100,PA14_RS01100,Gene,NA,protein_coding,PA14_RS01100,PA14_02730
NC_008463.1,RefSeq,gene,244005,244787,.,-,.,gene-PA14_RS01105,PA14_RS01105,Gene,NA,protein_coding,PA14_RS01105,PA14_02740
NC_008463.1,RefSeq,gene,244942,245481,.,+,.,gene-PA14_RS01110,PA14_RS01110,Gene,NA,protein_coding,PA14_RS01110,PA14_02750
NC_008463.1,RefSeq,gene,245632,246483,.,+,.,gene-PA14_RS01115,PA14_RS01115,Gene,NA,protein_coding,PA14_RS01115,PA14_02760
NC_008463.1,RefSeq,gene,246480,247262,.,+,.,gene-PA14_RS01120,PA14_RS01120,Gene,NA,protein_coding,PA14_RS01120,PA14_02770
NC_008463.1,RefSeq,gene,247259,248464,.,+,.,gene-PA14_RS01125,pcaF,Gene,pcaF,protein_coding,PA14_RS01125,PA14_02790
NC_008463.1,RefSeq,gene,248614,249912,.,+,.,gene-PA14_RS01130,PA14_RS01130,Gene,NA,protein_coding,PA14_RS01130,PA14_02810
NC_008463.1,RefSeq,gene,249935,251314,.,+,.,gene-PA14_RS01135,PA14_RS01135,Gene,NA,protein_coding,PA14_RS01135,PA14_02830
NC_008463.1,RefSeq,gene,251329,252120,.,+,.,gene-PA14_RS01140,pcaD,Gene,pcaD,protein_coding,PA14_RS01140,PA14_02840
NC_008463.1,RefSeq,gene,252131,252532,.,+,.,gene-PA14_RS01145,pcaC,Gene,pcaC,protein_coding,PA14_RS01145,PA14_02850
NC_008463.1,RefSeq,gene,252660,253601,.,+,.,gene-PA14_RS01150,PA14_RS01150,Gene,NA,protein_coding,PA14_RS01150,PA14_02870
NC_008463.1,RefSeq,gene,253792,254625,.,+,.,gene-PA14_RS01155,PA14_RS01155,Gene,NA,protein_coding,PA14_RS01155,PA14_02890
NC_008463.1,RefSeq,gene,254764,256110,.,-,.,gene-PA14_RS01160,PA14_RS01160,Gene,NA,protein_coding,PA14_RS01160,PA14_02900
NC_008463.1,RefSeq,gene,256416,257195,.,+,.,gene-PA14_RS01165,PA14_RS01165,Gene,NA,protein_coding,PA14_RS01165,PA14_02910
NC_008463.1,RefSeq,gene,257439,258482,.,+,.,gene-PA14_RS01170,PA14_RS01170,Gene,NA,protein_coding,PA14_RS01170,PA14_02930
NC_008463.1,RefSeq,gene,258505,259320,.,+,.,gene-PA14_RS01175,PA14_RS01175,Gene,NA,protein_coding,PA14_RS01175,PA14_02960
NC_008463.1,RefSeq,gene,259470,260348,.,+,.,gene-PA14_RS01180,PA14_RS01180,Gene,NA,protein_coding,PA14_RS01180,PA14_02970
NC_008463.1,RefSeq,gene,260374,261639,.,-,.,gene-PA14_RS01185,PA14_RS01185,Gene,NA,protein_coding,PA14_RS01185,PA14_02980
NC_008463.1,RefSeq,gene,261705,263030,.,-,.,gene-PA14_RS01190,PA14_RS01190,Gene,NA,protein_coding,PA14_RS01190,PA14_02990
NC_008463.1,RefSeq,gene,263577,265481,.,+,.,gene-PA14_RS01195,quiC,Gene,quiC,protein_coding,PA14_RS01195,PA14_03000
NC_008463.1,RefSeq,gene,265574,266242,.,+,.,gene-PA14_RS01200,PA14_RS01200,Gene,NA,protein_coding,PA14_RS01200,PA14_03010
NC_008463.1,RefSeq,gene,266282,267136,.,-,.,gene-PA14_RS01205,PA14_RS01205,Gene,NA,protein_coding,PA14_RS01205,PA14_03020
NC_008463.1,RefSeq,gene,267133,267579,.,-,.,gene-PA14_RS01210,aroQ,Gene,aroQ,protein_coding,PA14_RS01210,PA14_03030
NC_008463.1,RefSeq,gene,267696,269201,.,-,.,gene-PA14_RS01215,PA14_RS01215,Gene,NA,protein_coding,PA14_RS01215,PA14_03040
NC_008463.1,RefSeq,gene,269376,270560,.,-,.,gene-PA14_RS01220,pobA,Gene,pobA,protein_coding,PA14_RS01220,PA14_03050
NC_008463.1,RefSeq,gene,270738,271604,.,+,.,gene-PA14_RS01225,PA14_RS01225,Gene,NA,protein_coding,PA14_RS01225,PA14_03070
NC_008463.1,RefSeq,gene,271601,272047,.,-,.,gene-PA14_RS01230,PA14_RS01230,Gene,NA,protein_coding,PA14_RS01230,PA14_03080
NC_008463.1,RefSeq,gene,272125,272559,.,-,.,gene-PA14_RS01235,PA14_RS01235,Gene,NA,protein_coding,PA14_RS01235,PA14_03090
NC_008463.1,RefSeq,gene,272724,273365,.,-,.,gene-PA14_RS01240,PA14_RS01240,Gene,NA,protein_coding,PA14_RS01240,PA14_03100
NC_008463.1,RefSeq,gene,273633,273920,.,-,.,gene-PA14_RS01245,PA14_RS01245,Gene,NA,protein_coding,PA14_RS01245,PA14_03110
NC_008463.1,RefSeq,gene,274012,274488,.,-,.,gene-PA14_RS01250,PA14_RS01250,Gene,NA,protein_coding,PA14_RS01250,PA14_03120
NC_008463.1,RefSeq,gene,274529,276019,.,-,.,gene-PA14_RS01255,hudA,Gene,hudA,protein_coding,PA14_RS01255,PA14_03130
NC_008463.1,RefSeq,gene,276153,276839,.,-,.,gene-PA14_RS01260,PA14_RS01260,Gene,NA,protein_coding,PA14_RS01260,PA14_03150
NC_008463.1,RefSeq,gene,277003,277935,.,-,.,gene-PA14_RS01265,PA14_RS01265,Gene,NA,protein_coding,PA14_RS01265,PA14_03160
NC_008463.1,RefSeq,gene,278576,279133,.,+,.,gene-PA14_RS01270,PA14_RS01270,Gene,NA,protein_coding,PA14_RS01270,PA14_03163
NC_008463.1,RefSeq,gene,279205,279531,.,+,.,gene-PA14_RS01275,PA14_RS01275,Gene,NA,protein_coding,PA14_RS01275,PA14_03166
NC_008463.1,RefSeq,gene,279718,280853,.,-,.,gene-PA14_RS01280,PA14_RS01280,Gene,NA,protein_coding,PA14_RS01280,PA14_03170
NC_008463.1,RefSeq,gene,280973,282565,.,-,.,gene-PA14_RS29980,PA14_RS29980,Gene,NA,protein_coding,PA14_RS29980,PA14_03190
NC_008463.1,RefSeq,gene,282565,284715,.,-,.,gene-PA14_RS01295,PA14_RS01295,Gene,NA,protein_coding,PA14_RS01295,PA14_03200
NC_008463.1,RefSeq,gene,284712,285209,.,-,.,gene-PA14_RS01300,PA14_RS01300,Gene,NA,protein_coding,PA14_RS01300,PA14_03210
NC_008463.1,RefSeq,gene,285213,288272,.,-,.,gene-PA14_RS01305,PA14_RS01305,Gene,NA,protein_coding,PA14_RS01305,PA14_03220
NC_008463.1,RefSeq,gene,288454,288972,.,-,.,gene-PA14_RS01310,PA14_RS01310,Gene,NA,protein_coding,PA14_RS01310,PA14_03240
NC_008463.1,RefSeq,gene,291568,293184,.,+,.,gene-PA14_RS01320,PA14_RS01320,Gene,NA,protein_coding,PA14_RS01320,PA14_03250
NC_008463.1,RefSeq,gene,293187,293936,.,+,.,gene-PA14_RS01325,PA14_RS01325,Gene,NA,protein_coding,PA14_RS01325,PA14_03265
NC_008463.1,RefSeq,gene,293933,297238,.,+,.,gene-PA14_RS01330,PA14_RS01330,Gene,NA,protein_coding,PA14_RS01330,PA14_03270
NC_008463.1,RefSeq,gene,297189,298367,.,+,.,gene-PA14_RS01335,PA14_RS01335,Gene,NA,protein_coding,PA14_RS01335,PA14_03285
NC_008463.1,RefSeq,gene,298567,299717,.,+,.,gene-PA14_RS01345,PA14_RS01345,Gene,NA,protein_coding,PA14_RS01345,PA14_03300
NC_008463.1,RefSeq,gene,300402,301931,.,+,.,gene-PA14_RS01355,PA14_RS01355,Gene,NA,protein_coding,PA14_RS01355,PA14_03310
NC_008463.1,RefSeq,gene,302683,303804,.,-,.,gene-PA14_RS01360,PA14_RS01360,Gene,NA,protein_coding,PA14_RS01360,PA14_03320
NC_008463.1,RefSeq,gene,303810,304676,.,-,.,gene-PA14_RS01365,PA14_RS01365,Gene,NA,protein_coding,PA14_RS01365,PA14_03330
NC_008463.1,RefSeq,gene,304673,305701,.,-,.,gene-PA14_RS01370,PA14_RS01370,Gene,NA,protein_coding,PA14_RS01370,PA14_03340
NC_008463.1,RefSeq,gene,305950,306903,.,-,.,gene-PA14_RS01375,PA14_RS01375,Gene,NA,protein_coding,PA14_RS01375,PA14_03350
NC_008463.1,RefSeq,gene,306896,307666,.,-,.,gene-PA14_RS01380,PA14_RS01380,Gene,NA,protein_coding,PA14_RS01380,PA14_03360
NC_008463.1,RefSeq,gene,307985,308812,.,-,.,gene-PA14_RS01385,PA14_RS01385,Gene,NA,protein_coding,PA14_RS01385,PA14_03370
NC_008463.1,RefSeq,gene,309776,311728,.,+,.,gene-PA14_RS01395,PA14_RS01395,Gene,NA,protein_coding,PA14_RS01395,PA14_03380
NC_008463.1,RefSeq,gene,311665,312174,.,-,.,gene-PA14_RS01400,PA14_RS01400,Gene,NA,protein_coding,PA14_RS01400,PA14_03390
NC_008463.1,RefSeq,gene,312167,312403,.,-,.,gene-PA14_RS01405,PA14_RS01405,Gene,NA,protein_coding,PA14_RS01405,PA14_03400
NC_008463.1,RefSeq,gene,312958,313034,.,-,.,gene-PA14_RS01415,PA14_RS01415,Gene,NA,tRNA,PA14_RS01415,PA14_03410
NC_008463.1,RefSeq,gene,313663,315114,.,+,.,gene-PA14_RS01425,gabD,Gene,gabD,protein_coding,PA14_RS01425,PA14_03430
NC_008463.1,RefSeq,gene,315359,316639,.,+,.,gene-PA14_RS01430,gabT,Gene,gabT,protein_coding,PA14_RS01430,PA14_03450
NC_008463.1,RefSeq,gene,316965,318164,.,+,.,gene-PA14_RS01435,PA14_RS01435,Gene,NA,protein_coding,PA14_RS01435,PA14_03470
NC_008463.1,RefSeq,gene,318332,319753,.,-,.,gene-PA14_RS01440,PA14_RS01440,Gene,NA,protein_coding,PA14_RS01440,PA14_03480
NC_008463.1,RefSeq,gene,319880,320317,.,+,.,gene-PA14_RS01445,PA14_RS01445,Gene,NA,protein_coding,PA14_RS01445,PA14_03490
NC_008463.1,RefSeq,gene,320329,320736,.,+,.,gene-PA14_RS01450,PA14_RS01450,Gene,NA,protein_coding,PA14_RS01450,PA14_03510
NC_008463.1,RefSeq,gene,320770,321054,.,+,.,gene-PA14_RS01455,PA14_RS01455,Gene,NA,protein_coding,PA14_RS01455,PA14_03520
NC_008463.1,RefSeq,gene,321051,321983,.,-,.,gene-PA14_RS01460,PA14_RS01460,Gene,NA,protein_coding,PA14_RS01460,PA14_03530
NC_008463.1,RefSeq,gene,322033,323247,.,-,.,gene-PA14_RS01465,PA14_RS01465,Gene,NA,protein_coding,PA14_RS01465,PA14_03550
NC_008463.1,RefSeq,gene,323410,324180,.,-,.,gene-PA14_RS01470,PA14_RS01470,Gene,NA,protein_coding,PA14_RS01470,PA14_03560
NC_008463.1,RefSeq,gene,324289,324975,.,-,.,gene-PA14_RS01475,PA14_RS01475,Gene,NA,protein_coding,PA14_RS01475,PA14_03580
NC_008463.1,RefSeq,gene,325051,325566,.,+,.,gene-PA14_RS01480,PA14_RS01480,Gene,NA,protein_coding,PA14_RS01480,PA14_03590
NC_008463.1,RefSeq,gene,325606,326364,.,-,.,gene-PA14_RS01485,PA14_RS01485,Gene,NA,protein_coding,PA14_RS01485,PA14_03610
NC_008463.1,RefSeq,gene,326536,327288,.,-,.,gene-PA14_RS01490,PA14_RS01490,Gene,NA,protein_coding,PA14_RS01490,PA14_03620
NC_008463.1,RefSeq,gene,327382,328080,.,+,.,gene-PA14_RS01495,PA14_RS01495,Gene,NA,protein_coding,PA14_RS01495,PA14_03630
NC_008463.1,RefSeq,gene,328093,329082,.,-,.,gene-PA14_RS01500,PA14_RS01500,Gene,NA,protein_coding,PA14_RS01500,PA14_03650
NC_008463.1,RefSeq,gene,329086,329955,.,-,.,gene-PA14_RS01505,cysW,Gene,cysW,protein_coding,PA14_RS01505,PA14_03670
NC_008463.1,RefSeq,gene,329966,330784,.,-,.,gene-PA14_RS01510,cysT,Gene,cysT,protein_coding,PA14_RS01510,PA14_03680
NC_008463.1,RefSeq,gene,330946,331944,.,-,.,gene-PA14_RS01515,PA14_RS01515,Gene,NA,protein_coding,PA14_RS01515,PA14_03700
NC_008463.1,RefSeq,gene,332121,332303,.,-,.,gene-PA14_RS01520,oscA,Gene,oscA,protein_coding,PA14_RS01520,PA14_03710
NC_008463.1,RefSeq,gene,332467,334749,.,-,.,gene-PA14_RS01525,PA14_RS01525,Gene,NA,protein_coding,PA14_RS01525,PA14_03720
NC_008463.1,RefSeq,gene,334920,336098,.,+,.,gene-PA14_RS01530,desA,Gene,desA,protein_coding,PA14_RS01530,PA14_03730
NC_008463.1,RefSeq,gene,336327,337712,.,+,.,gene-PA14_RS01535,PA14_RS01535,Gene,NA,protein_coding,PA14_RS01535,PA14_03760
NC_008463.1,RefSeq,gene,337768,338724,.,+,.,gene-PA14_RS01540,speB,Gene,speB,protein_coding,PA14_RS01540,PA14_03770
NC_008463.1,RefSeq,gene,338777,339739,.,+,.,gene-PA14_RS01545,PA14_RS01545,Gene,NA,protein_coding,PA14_RS01545,PA14_03780
NC_008463.1,RefSeq,gene,339852,340823,.,+,.,gene-PA14_RS01550,PA14_RS01550,Gene,NA,protein_coding,PA14_RS01550,PA14_03790
NC_008463.1,RefSeq,gene,341437,342828,.,+,.,gene-PA14_RS01555,PA14_RS01555,Gene,NA,protein_coding,PA14_RS01555,PA14_03800
NC_008463.1,RefSeq,gene,342926,344032,.,-,.,gene-PA14_RS01560,aguA,Gene,aguA,protein_coding,PA14_RS01560,PA14_03810
NC_008463.1,RefSeq,gene,344118,344996,.,-,.,gene-PA14_RS01565,aguB,Gene,aguB,protein_coding,PA14_RS01565,PA14_03830
NC_008463.1,RefSeq,gene,345159,345824,.,-,.,gene-PA14_RS01570,PA14_RS01570,Gene,NA,protein_coding,PA14_RS01570,PA14_03840
NC_008463.1,RefSeq,gene,345887,346948,.,-,.,gene-PA14_RS01575,PA14_RS01575,Gene,NA,protein_coding,PA14_RS01575,PA14_03855
NC_008463.1,RefSeq,gene,347204,348580,.,-,.,gene-PA14_RS01580,PA14_RS01580,Gene,NA,protein_coding,PA14_RS01580,PA14_03860
NC_008463.1,RefSeq,gene,348859,349611,.,+,.,gene-PA14_RS01585,PA14_RS01585,Gene,NA,protein_coding,PA14_RS01585,PA14_03870
NC_008463.1,RefSeq,gene,349652,351010,.,+,.,gene-PA14_RS01590,PA14_RS01590,Gene,NA,protein_coding,PA14_RS01590,PA14_03880
NC_008463.1,RefSeq,gene,351076,352446,.,+,.,gene-PA14_RS01595,spuC,Gene,spuC,protein_coding,PA14_RS01595,PA14_03900
NC_008463.1,RefSeq,gene,352562,353665,.,+,.,gene-PA14_RS01600,spuD,Gene,spuD,protein_coding,PA14_RS01600,PA14_03920
NC_008463.1,RefSeq,gene,354084,355181,.,+,.,gene-PA14_RS01605,spuE,Gene,spuE,protein_coding,PA14_RS01605,PA14_03930
NC_008463.1,RefSeq,gene,355236,356390,.,+,.,gene-PA14_RS01610,potA,Gene,potA,protein_coding,PA14_RS01610,PA14_03940
NC_008463.1,RefSeq,gene,356417,357298,.,+,.,gene-PA14_RS01615,PA14_RS01615,Gene,NA,protein_coding,PA14_RS01615,PA14_03950
NC_008463.1,RefSeq,gene,357381,358250,.,+,.,gene-PA14_RS01620,PA14_RS01620,Gene,NA,protein_coding,PA14_RS01620,PA14_03960
NC_008463.1,RefSeq,gene,358448,360835,.,-,.,gene-PA14_RS01625,hacB,Gene,hacB,protein_coding,PA14_RS01625,PA14_03980
NC_008463.1,RefSeq,gene,360946,361998,.,+,.,gene-PA14_RS01630,PA14_RS01630,Gene,NA,protein_coding,PA14_RS01630,PA14_04000
NC_008463.1,RefSeq,gene,361977,362480,.,-,.,gene-PA14_RS01635,PA14_RS01635,Gene,NA,protein_coding,PA14_RS01635,PA14_04010
NC_008463.1,RefSeq,gene,362585,363196,.,-,.,gene-PA14_RS01640,PA14_RS01640,Gene,NA,protein_coding,PA14_RS01640,PA14_04020
NC_008463.1,RefSeq,gene,363273,364214,.,+,.,gene-PA14_RS01645,PA14_RS01645,Gene,NA,protein_coding,PA14_RS01645,PA14_04030
NC_008463.1,RefSeq,gene,364234,364986,.,-,.,gene-PA14_RS01650,PA14_RS01650,Gene,NA,protein_coding,PA14_RS01650,PA14_04040
NC_008463.1,RefSeq,gene,365035,365733,.,+,.,gene-PA14_RS01655,PA14_RS01655,Gene,NA,protein_coding,PA14_RS01655,PA14_04050
NC_008463.1,RefSeq,gene,365755,366309,.,-,.,gene-PA14_RS01660,PA14_RS01660,Gene,NA,protein_coding,PA14_RS01660,PA14_04060
NC_008463.1,RefSeq,gene,366575,367069,.,+,.,gene-PA14_RS01665,PA14_RS01665,Gene,NA,protein_coding,PA14_RS01665,PA14_04070
NC_008463.1,RefSeq,gene,367074,367766,.,-,.,gene-PA14_RS01670,PA14_RS01670,Gene,NA,protein_coding,PA14_RS01670,PA14_04080
NC_008463.1,RefSeq,gene,367838,368608,.,-,.,gene-PA14_RS01675,PA14_RS01675,Gene,NA,protein_coding,PA14_RS01675,PA14_04090
NC_008463.1,RefSeq,gene,368901,369338,.,+,.,gene-PA14_RS01680,PA14_RS01680,Gene,NA,protein_coding,PA14_RS01680,PA14_04100
NC_008463.1,RefSeq,gene,369396,370625,.,-,.,gene-PA14_RS01685,serA,Gene,serA,protein_coding,PA14_RS01685,PA14_04110
NC_008463.1,RefSeq,gene,370829,372223,.,+,.,gene-PA14_RS01690,PA14_RS01690,Gene,NA,protein_coding,PA14_RS01690,PA14_04140
NC_008463.1,RefSeq,gene,372315,372980,.,+,.,gene-PA14_RS01695,PA14_RS01695,Gene,NA,protein_coding,PA14_RS01695,PA14_04150
NC_008463.1,RefSeq,gene,373079,374068,.,+,.,gene-PA14_RS01700,PA14_RS01700,Gene,NA,protein_coding,PA14_RS01700,PA14_04160
NC_008463.1,RefSeq,gene,374152,374502,.,+,.,gene-PA14_RS01705,PA14_RS01705,Gene,NA,protein_coding,PA14_RS01705,PA14_04180
NC_008463.1,RefSeq,gene,374583,375617,.,-,.,gene-PA14_RS01710,aphB,Gene,aphB,protein_coding,PA14_RS01710,PA14_04190
NC_008463.1,RefSeq,gene,375633,377027,.,-,.,gene-PA14_RS01715,PA14_RS01715,Gene,NA,protein_coding,PA14_RS01715,PA14_04210
NC_008463.1,RefSeq,gene,377448,378491,.,-,.,gene-PA14_RS01720,PA14_RS01720,Gene,NA,protein_coding,PA14_RS01720,PA14_04220
NC_008463.1,RefSeq,gene,378539,379327,.,-,.,gene-PA14_RS01725,PA14_RS01725,Gene,NA,protein_coding,PA14_RS01725,PA14_04230
NC_008463.1,RefSeq,gene,379324,380253,.,-,.,gene-PA14_RS01730,PA14_RS01730,Gene,NA,protein_coding,PA14_RS01730,PA14_04240
NC_008463.1,RefSeq,gene,380250,381299,.,-,.,gene-PA14_RS01735,PA14_RS01735,Gene,NA,protein_coding,PA14_RS01735,PA14_04250
NC_008463.1,RefSeq,gene,381627,382592,.,+,.,gene-PA14_RS01740,PA14_RS01740,Gene,NA,protein_coding,PA14_RS01740,PA14_04270
NC_008463.1,RefSeq,gene,382631,384574,.,-,.,gene-PA14_RS01745,PA14_RS01745,Gene,NA,protein_coding,PA14_RS01745,PA14_04290
NC_008463.1,RefSeq,gene,384875,385207,.,-,.,gene-PA14_RS01750,PA14_RS01750,Gene,NA,protein_coding,PA14_RS01750,PA14_04300
NC_008463.1,RefSeq,gene,385330,386001,.,-,.,gene-PA14_RS01755,rpiA,Gene,rpiA,protein_coding,PA14_RS01755,PA14_04310
NC_008463.1,RefSeq,gene,386236,387774,.,+,.,gene-PA14_RS01760,ilvA,Gene,ilvA,protein_coding,PA14_RS01760,PA14_04320
NC_008463.1,RefSeq,gene,387894,388361,.,+,.,gene-PA14_RS01765,PA14_RS01765,Gene,NA,protein_coding,PA14_RS01765,PA14_04330
NC_008463.1,RefSeq,gene,388412,389683,.,+,.,gene-PA14_RS01770,PA14_RS01770,Gene,NA,protein_coding,PA14_RS01770,PA14_04340
NC_008463.1,RefSeq,gene,389680,390147,.,+,.,gene-PA14_RS01775,PA14_RS01775,Gene,NA,protein_coding,PA14_RS01775,PA14_04350
NC_008463.1,RefSeq,gene,390120,391361,.,-,.,gene-PA14_RS01780,PA14_RS01780,Gene,NA,protein_coding,PA14_RS01780,PA14_04370
NC_008463.1,RefSeq,gene,391411,392064,.,-,.,gene-PA14_RS01785,PA14_RS01785,Gene,NA,protein_coding,PA14_RS01785,PA14_04380
NC_008463.1,RefSeq,gene,392268,392747,.,+,.,gene-PA14_RS01790,PA14_RS01790,Gene,NA,protein_coding,PA14_RS01790,PA14_04390
NC_008463.1,RefSeq,gene,392770,395049,.,+,.,gene-PA14_RS01795,ptsP,Gene,ptsP,protein_coding,PA14_RS01795,PA14_04410
NC_008463.1,RefSeq,gene,395168,396205,.,+,.,gene-PA14_RS01800,PA14_RS01800,Gene,NA,protein_coding,PA14_RS01800,PA14_04420
NC_008463.1,RefSeq,gene,396209,396964,.,-,.,gene-PA14_RS01805,PA14_RS01805,Gene,NA,protein_coding,PA14_RS01805,PA14_04430
NC_008463.1,RefSeq,gene,397086,397889,.,+,.,gene-PA14_RS01810,PA14_RS01810,Gene,NA,protein_coding,PA14_RS01810,PA14_04440
NC_008463.1,RefSeq,gene,397899,398699,.,+,.,gene-PA14_RS01815,lgt,Gene,lgt,protein_coding,PA14_RS01815,PA14_04460
NC_008463.1,RefSeq,gene,398905,399699,.,+,.,gene-PA14_RS01820,PA14_RS01820,Gene,NA,protein_coding,PA14_RS01820,PA14_04480
NC_008463.1,RefSeq,gene,399726,400523,.,-,.,gene-PA14_RS01825,PA14_RS01825,Gene,NA,protein_coding,PA14_RS01825,PA14_04490
NC_008463.1,RefSeq,gene,400558,401937,.,-,.,gene-PA14_RS01830,PA14_RS01830,Gene,NA,protein_coding,PA14_RS01830,PA14_04510
